Name,Age,Occupation,Annual Income (INR),Credit Score (300-850),Lender,Loan Purpose,Approved Loan Amount (INR),Months of Payment,Interest Rate (%),Monthly EMI (INR),DTI Ratio,Loan Status (Pass/Rejected)
Person 4269,19,University Student,152282,668,Axis Bank,Vehicle Purchase,1410425,60,21.19,38308,3.019,Rejected
Person 4270,21,University Student,76517,710,Bajaj Finserv,Consumer Durable/Tech,802431,24,11.07,37426,5.869,Rejected
Person 4271,26,Construction Worker,465020,651,State Bank of India,Education (Tuition/Fees),407162,48,14.6,11249,0.29,Pass
Person 4272,54,CEO,40409370,673,Kotak Mahindra Bank,Travel/Vacation,1214368,24,15.72,59297,0.018,Rejected
Person 4273,35,Software Engineer,2159861,749,State Bank of India,Debt Consolidation,1235992,72,6.43,20736,0.115,Pass
Person 4274,34,High School Teacher,768146,694,HDFC Bank,Home Renovation,1233559,60,9.68,26016,0.406,Pass
Person 4275,49,Construction Worker,390082,755,HDFC Bank,Education (Tuition/Fees),695122,60,7.32,13869,0.427,Pass
Person 4276,29,Freelance Designer,483478,734,ICICI Bank,Home Renovation,733234,48,7.58,17756,0.441,Pass
Person 4277,26,High School Teacher,641560,812,Kotak Mahindra Bank,Medical Emergency,844327,24,6.49,37608,0.703,Rejected
Person 4278,44,Retail Manager,1792104,746,ICICI Bank,Medical Emergency,1309423,36,10.7,42683,0.286,Pass
Person 4279,32,Software Engineer,1233958,775,State Bank of India,Debt Consolidation,663857,60,14.17,15505,0.151,Pass
Person 4280,37,Retail Manager,1177956,740,Axis Bank,Medical Emergency,619438,24,8.48,28151,0.287,Pass
Person 4281,29,Software Engineer,1368967,735,ICICI Bank,Debt Consolidation,1024978,72,17.25,22945,0.201,Pass
Person 4282,84,Retired (Pension),111547,778,HDFC Bank,Wedding Expenses,1225090,48,8.86,30405,3.271,Rejected
Person 4283,32,Doctor,1626379,753,Kotak Mahindra Bank,Debt Consolidation,790357,60,10.61,17031,0.126,Pass
Person 4284,36,Software Engineer,1223830,730,State Bank of India,Debt Consolidation,1015968,72,16.1,22094,0.217,Pass
Person 4285,34,Freelance Designer,753046,730,Bajaj Finserv,Home Renovation,837029,48,9.83,21161,0.337,Pass
Person 4286,34,Freelance Designer,535995,746,HDFC Bank,Home Renovation,737649,48,3.18,16386,0.367,Pass
Person 4287,19,University Student,65224,686,Bajaj Finserv,Vehicle Purchase,603490,36,13.95,20611,3.792,Rejected
Person 4288,25,Freelance Designer,618503,684,Axis Bank,Home Renovation,539158,36,12.19,17957,0.348,Pass
Person 4289,30,Retail Manager,1929113,791,Kotak Mahindra Bank,Medical Emergency,650162,24,9.15,29747,0.185,Pass
Person 4290,23,University Student,0,813,Axis Bank,Vehicle Purchase,573486,36,5.27,17257,17257.496,Rejected
Person 4291,45,Freelance Designer,1202035,673,Axis Bank,Home Renovation,888206,60,10.2,18959,0.189,Pass
Person 4292,26,Software Engineer,899476,686,Kotak Mahindra Bank,Debt Consolidation,1228604,72,17.09,27393,0.365,Rejected
Person 4293,40,Freelance Designer,1102138,777,Kotak Mahindra Bank,Home Renovation,864059,48,10.79,22244,0.242,Pass
Person 4294,18,University Student,81167,746,Bajaj Finserv,Consumer Durable/Tech,584659,12,7.92,50837,7.516,Rejected
Person 4295,46,Retail Manager,1214939,753,Axis Bank,Medical Emergency,1083362,36,7.94,33919,0.335,Pass
Person 4296,28,Retail Manager,1877107,764,State Bank of India,Medical Emergency,892350,36,6.05,27167,0.174,Pass
Person 4297,41,Software Engineer,1766966,707,Bajaj Finserv,Debt Consolidation,955871,72,13.5,19441,0.132,Rejected
Person 4298,27,Software Engineer,620397,736,Kotak Mahindra Bank,Debt Consolidation,672056,60,13.13,15336,0.297,Pass
Person 4299,44,High School Teacher,341474,732,HDFC Bank,Medical Emergency,1193194,36,12.04,39654,1.394,Rejected
Person 4300,41,Freelance Designer,310125,677,Bajaj Finserv,Home Renovation,1191122,60,9.21,24847,0.961,Rejected
Person 4301,27,Software Engineer,2557446,735,ICICI Bank,Debt Consolidation,755128,60,11.08,16448,0.077,Pass
Person 4302,20,University Student,44171,781,State Bank of India,Consumer Durable/Tech,1033087,36,9.61,33146,9.005,Rejected
Person 4303,18,University Student,60708,703,Bajaj Finserv,Wedding Expenses,1180040,48,14.03,32264,6.378,Rejected
Person 4304,28,Freelance Designer,948919,727,Kotak Mahindra Bank,Home Renovation,684850,48,7.2,16463,0.208,Pass
Person 4305,20,University Student,1168,730,Kotak Mahindra Bank,Vehicle Purchase,782518,48,12.18,20676,212.424,Rejected
Person 4306,38,Software Engineer,1844002,705,State Bank of India,Debt Consolidation,827568,60,17.51,20795,0.135,Rejected
Person 4307,41,High School Teacher,493566,753,ICICI Bank,Home Renovation,549790,36,4.21,16283,0.396,Pass
Person 4308,39,Construction Worker,584663,685,Bajaj Finserv,Education (Tuition/Fees),938391,84,13.59,17374,0.357,Pass
Person 4309,22,University Student,58013,786,Bajaj Finserv,Vehicle Purchase,1148144,60,6.4,22411,4.636,Rejected
Person 4310,21,University Student,28808,751,Axis Bank,Wedding Expenses,765670,36,11.95,25413,10.586,Rejected
Person 4311,41,Retail Manager,2042333,673,HDFC Bank,Medical Emergency,905775,36,10.5,29440,0.173,Rejected
Person 4312,22,University Student,11719,804,Kotak Mahindra Bank,Consumer Durable/Tech,1308342,36,7.56,40734,41.71,Rejected
Person 4313,42,Software Engineer,2137947,728,Bajaj Finserv,Debt Consolidation,699266,60,15.07,16661,0.094,Pass
Person 4314,21,University Student,86705,683,Bajaj Finserv,Vehicle Purchase,912262,60,8.67,18791,2.601,Rejected
Person 4315,45,CEO,51573292,775,Bajaj Finserv,Travel/Vacation,660433,18,12.79,40517,0.009,Pass
Person 4316,42,Software Engineer,1427049,744,ICICI Bank,Debt Consolidation,654216,60,14.38,15352,0.129,Pass
Person 4317,60,Retired (Pension),218337,631,HDFC Bank,Wedding Expenses,874060,48,19.81,26510,1.457,Rejected
Person 4318,37,Software Engineer,1506236,693,Bajaj Finserv,Debt Consolidation,875322,72,18.14,20033,0.16,Rejected
Person 4319,44,High School Teacher,478529,733,State Bank of India,Medical Emergency,976053,36,17.14,34867,0.874,Rejected
Person 4320,41,Freelance Designer,943418,612,Kotak Mahindra Bank,Home Renovation,779095,48,17.71,22768,0.29,Rejected
Person 4321,44,Freelance Designer,355521,724,Axis Bank,Home Renovation,946050,60,14.05,22037,0.744,Rejected
Person 4322,19,University Student,0,727,State Bank of India,Consumer Durable/Tech,1435383,36,11.64,47429,47428.828,Rejected
Person 4323,48,Construction Worker,292991,660,Kotak Mahindra Bank,Education (Tuition/Fees),1163101,84,18.56,24829,1.017,Rejected
Person 4324,35,High School Teacher,584555,733,ICICI Bank,Home Renovation,905325,60,12.18,20221,0.415,Pass
Person 4325,18,University Student,78238,720,HDFC Bank,Vehicle Purchase,959205,60,11.37,21033,3.226,Rejected
Person 4326,53,CEO,30663674,660,HDFC Bank,Travel/Vacation,725575,18,16.11,45645,0.018,Rejected
Person 4327,29,Software Engineer,2030051,765,Kotak Mahindra Bank,Debt Consolidation,761615,60,10.71,16449,0.097,Pass
Person 4328,45,CEO,43431300,761,State Bank of India,Travel/Vacation,955060,24,7.64,43038,0.012,Pass
Person 4329,41,Software Engineer,868759,705,Axis Bank,Debt Consolidation,829821,60,13.12,18932,0.262,Rejected
Person 4330,23,University Student,84224,710,ICICI Bank,Vehicle Purchase,1060207,60,12.71,23966,3.415,Rejected
Person 4331,23,Retail Manager,1944574,756,Kotak Mahindra Bank,Medical Emergency,1249957,36,9.43,39999,0.247,Pass
Person 4332,37,Software Engineer,1513607,709,ICICI Bank,Debt Consolidation,777022,60,15.67,18760,0.149,Rejected
Person 4333,33,High School Teacher,685168,623,HDFC Bank,Medical Emergency,374726,12,18.12,34376,0.602,Rejected
Person 4334,25,Construction Worker,247447,744,Bajaj Finserv,Education (Tuition/Fees),1631441,84,5.84,23708,1.15,Rejected
Person 4335,26,Retail Manager,1700526,679,Bajaj Finserv,Medical Emergency,641692,24,14.71,31025,0.219,Rejected
Person 4336,35,Software Engineer,1112309,700,Axis Bank,Debt Consolidation,861356,72,19.25,20259,0.219,Rejected
Person 4337,45,Freelance Designer,945633,792,ICICI Bank,Home Renovation,1036330,60,10.87,22465,0.285,Pass
Person 4338,20,University Student,6017,713,Kotak Mahindra Bank,Consumer Durable/Tech,1313027,36,11.54,43323,86.402,Rejected
Person 4339,42,Retail Manager,1507479,720,Axis Bank,Medical Emergency,1507193,36,14.25,51695,0.412,Pass
Person 4340,32,Doctor,3438928,745,State Bank of India,Debt Consolidation,709357,60,11.1,15459,0.054,Pass
Person 4341,36,High School Teacher,683641,745,Bajaj Finserv,Medical Emergency,1216800,36,8.0,38130,0.669,Rejected
Person 4342,43,Software Engineer,1087544,674,Kotak Mahindra Bank,Debt Consolidation,862257,72,10.66,16263,0.179,Rejected
Person 4343,20,University Student,8983,716,ICICI Bank,Vehicle Purchase,2086986,60,11.71,46119,61.608,Rejected
Person 4344,22,University Student,38848,721,Axis Bank,Vehicle Purchase,1179589,60,9.08,24532,7.578,Rejected
Person 4345,49,Freelance Designer,1161379,733,Kotak Mahindra Bank,Home Renovation,756840,48,10.55,19396,0.2,Pass
Person 4346,28,Retail Manager,1369432,734,Axis Bank,Medical Emergency,611148,24,10.76,28416,0.249,Pass
Person 4347,24,University Student,64101,849,Axis Bank,Wedding Expenses,323279,24,2.68,13849,2.593,Rejected
Person 4348,44,Freelance Designer,363236,661,Axis Bank,Home Renovation,1017499,60,22.52,28404,0.938,Rejected
Person 4349,24,University Student,42357,769,ICICI Bank,Vehicle Purchase,1142558,60,7.94,23134,6.554,Rejected
Person 4350,47,Construction Worker,330809,779,Kotak Mahindra Bank,Education (Tuition/Fees),1042817,84,7.01,15744,0.571,Rejected
Person 4351,22,University Student,71678,744,HDFC Bank,Wedding Expenses,355444,24,11.13,16588,2.777,Rejected
Person 4352,42,Freelance Designer,424749,687,HDFC Bank,Home Renovation,519967,36,9.41,16634,0.47,Pass
Person 4353,38,High School Teacher,244797,803,ICICI Bank,Medical Emergency,951276,36,5.8,28854,1.414,Rejected
Person 4354,48,CEO,31936420,610,ICICI Bank,Travel/Vacation,1401325,24,17.9,69892,0.026,Rejected
Person 4355,44,Freelance Designer,1005298,685,Bajaj Finserv,Home Renovation,789546,48,13.46,21362,0.255,Pass
Person 4356,31,Construction Worker,395441,778,Axis Bank,Education (Tuition/Fees),1175985,84,6.19,17287,0.525,Pass
Person 4357,49,Doctor,499668,701,Kotak Mahindra Bank,Debt Consolidation,562044,48,17.05,16232,0.39,Rejected
Person 4358,36,Construction Worker,424333,799,Kotak Mahindra Bank,Education (Tuition/Fees),864960,72,1.0,12382,0.35,Pass
Person 4359,39,Freelance Designer,781448,644,State Bank of India,Home Renovation,658631,48,23.44,21269,0.327,Rejected
Person 4360,44,Software Engineer,112129,664,State Bank of India,Debt Consolidation,1215900,72,24.06,32055,3.431,Rejected
Person 4361,37,Software Engineer,2871461,693,HDFC Bank,Debt Consolidation,667371,60,15.98,16222,0.068,Rejected
Person 4362,29,Construction Worker,375876,740,State Bank of India,Education (Tuition/Fees),1441150,84,6.66,21512,0.687,Rejected
Person 4363,18,University Student,138148,708,State Bank of India,Wedding Expenses,723323,36,12.5,24198,2.102,Rejected
Person 4364,37,Freelance Designer,865442,695,HDFC Bank,Home Renovation,555106,36,11.32,18258,0.253,Pass
Person 4365,48,Doctor,822255,791,Bajaj Finserv,Debt Consolidation,561593,48,5.61,13089,0.191,Pass
Person 4366,37,Construction Worker,435205,795,HDFC Bank,Education (Tuition/Fees),648450,60,3.97,11933,0.329,Pass
Person 4367,31,Software Engineer,1250768,699,State Bank of India,Debt Consolidation,915506,72,17.82,20788,0.199,Rejected
Person 4368,38,High School Teacher,812788,634,Kotak Mahindra Bank,Medical Emergency,605382,24,14.37,29172,0.431,Rejected
Person 4369,38,Software Engineer,2730700,612,State Bank of India,Debt Consolidation,590876,60,27.82,18333,0.081,Rejected
Person 4370,28,Software Engineer,2655033,731,Axis Bank,Debt Consolidation,1096427,72,15.55,23513,0.106,Pass
Person 4371,44,Doctor,2013907,752,Axis Bank,Debt Consolidation,263903,48,7.51,6382,0.038,Pass
Person 4372,24,Retail Manager,2188413,723,Axis Bank,Medical Emergency,693320,24,13.74,33203,0.182,Pass
Person 4373,29,Software Engineer,771200,716,Bajaj Finserv,Debt Consolidation,506452,48,16.97,14606,0.227,Rejected
Person 4374,22,Retail Manager,1320201,679,ICICI Bank,Medical Emergency,595291,24,12.72,28223,0.257,Rejected
Person 4375,24,Freelance Designer,802176,752,Axis Bank,Home Renovation,876042,60,9.29,18309,0.274,Pass
Person 4376,39,High School Teacher,650513,803,Kotak Mahindra Bank,Home Renovation,749542,48,5.22,17336,0.32,Pass
Person 4377,45,Retail Manager,1185173,609,Bajaj Finserv,Medical Emergency,692959,24,19.35,35049,0.355,Rejected
Person 4378,20,University Student,24614,716,ICICI Bank,Vehicle Purchase,1216710,60,11.23,26594,12.965,Rejected
Person 4379,32,Software Engineer,929271,671,ICICI Bank,Debt Consolidation,801169,60,13.71,18522,0.239,Rejected
Person 4380,25,Freelance Designer,817208,645,Axis Bank,Home Renovation,1467278,60,9.94,31132,0.457,Rejected
Person 4381,26,Software Engineer,3848402,663,State Bank of India,Debt Consolidation,1030834,72,16.25,22503,0.07,Rejected
Person 4382,34,Software Engineer,3200740,738,HDFC Bank,Debt Consolidation,575379,48,17.92,16878,0.063,Pass
Person 4383,25,Freelance Designer,302058,740,State Bank of India,Home Renovation,1575759,60,5.23,29903,1.188,Rejected
Person 4384,24,Freelance Designer,1014195,793,State Bank of India,Home Renovation,886584,60,6.76,17455,0.207,Pass
Person 4385,19,University Student,0,720,ICICI Bank,Vehicle Purchase,1541971,60,14.38,36183,36183.469,Rejected
Person 4386,46,Freelance Designer,1050876,632,ICICI Bank,Home Renovation,672146,48,16.4,19187,0.219,Rejected
Person 4387,61,CEO,37640340,708,Bajaj Finserv,Travel/Vacation,884782,24,10.65,41094,0.013,Rejected
Person 4388,44,Software Engineer,1774785,650,Bajaj Finserv,Debt Consolidation,935238,72,30.12,28208,0.191,Rejected
Person 4389,37,Software Engineer,2005898,659,ICICI Bank,Debt Consolidation,759273,60,22.57,21217,0.127,Rejected
Person 4390,29,Software Engineer,1295322,749,Kotak Mahindra Bank,Debt Consolidation,1252030,72,6.82,21238,0.197,Pass
Person 4391,33,Software Engineer,2145882,729,Kotak Mahindra Bank,Debt Consolidation,1574948,72,19.37,37152,0.208,Pass
Person 4392,46,Freelance Designer,631182,749,HDFC Bank,Home Renovation,362923,36,8.19,11405,0.217,Pass
Person 4393,46,Construction Worker,274846,702,ICICI Bank,Education (Tuition/Fees),1068226,84,10.93,18251,0.797,Rejected
Person 4394,30,Software Engineer,1226254,759,Axis Bank,Debt Consolidation,589975,60,9.09,12273,0.12,Pass
Person 4395,22,University Student,91296,699,Bajaj Finserv,Consumer Durable/Tech,327063,12,10.07,28765,3.781,Rejected
Person 4396,18,University Student,134165,775,ICICI Bank,Vehicle Purchase,963259,60,7.44,19274,1.724,Rejected
Person 4397,31,Retail Manager,1866147,737,Kotak Mahindra Bank,Medical Emergency,964070,36,8.72,30532,0.196,Pass
Person 4398,32,Software Engineer,174116,709,ICICI Bank,Debt Consolidation,1019391,72,20.11,24482,1.687,Rejected
Person 4399,31,Software Engineer,742755,730,Kotak Mahindra Bank,Debt Consolidation,915686,72,18.08,20926,0.338,Pass
Person 4400,31,Software Engineer,1816874,719,ICICI Bank,Debt Consolidation,1090841,72,15.75,23512,0.155,Rejected
Person 4401,30,Software Engineer,895146,799,Axis Bank,Debt Consolidation,652865,60,7.43,13060,0.175,Pass
Person 4402,42,Freelance Designer,686956,732,HDFC Bank,Home Renovation,881989,60,9.21,18399,0.321,Pass
Person 4403,49,Doctor,1679581,719,Axis Bank,Debt Consolidation,1025788,72,20.63,24947,0.178,Rejected
Person 4404,24,Retail Manager,1281545,708,Kotak Mahindra Bank,Medical Emergency,1287799,36,18.99,47199,0.442,Pass
Person 4405,63,CEO,45444752,762,Bajaj Finserv,Travel/Vacation,817297,18,9.72,48979,0.013,Pass
Person 4406,43,Construction Worker,544376,755,Bajaj Finserv,Education (Tuition/Fees),747380,72,3.11,11392,0.251,Pass
Person 4407,24,University Student,69638,706,State Bank of India,Consumer Durable/Tech,789636,24,16.21,38742,6.676,Rejected
Person 4408,28,Software Engineer,1746178,662,Axis Bank,Debt Consolidation,531770,48,23.22,17108,0.118,Rejected
Person 4409,49,Retail Manager,1219974,674,ICICI Bank,Medical Emergency,1051557,36,10.26,34059,0.335,Rejected
Person 4410,33,Freelance Designer,240667,710,HDFC Bank,Home Renovation,485188,36,12.63,16262,0.811,Rejected
Person 4411,30,Software Engineer,940271,787,ICICI Bank,Debt Consolidation,921993,72,9.41,16808,0.215,Pass
Person 4412,43,Software Engineer,1174116,707,ICICI Bank,Debt Consolidation,828920,60,15.08,19755,0.202,Rejected
Person 4413,25,Construction Worker,391784,690,Axis Bank,Education (Tuition/Fees),469691,48,4.43,10696,0.328,Pass
Person 4414,36,Construction Worker,511729,631,HDFC Bank,Education (Tuition/Fees),449959,48,17.11,13009,0.305,Rejected
Person 4415,33,High School Teacher,876906,795,State Bank of India,Medical Emergency,598444,24,6.54,26669,0.365,Pass
Person 4416,29,High School Teacher,688839,748,ICICI Bank,Home Renovation,714313,48,7.02,17112,0.298,Pass
Person 4417,37,High School Teacher,820264,759,HDFC Bank,Medical Emergency,1346094,36,9.3,42994,0.629,Rejected
Person 4418,42,Software Engineer,2482532,768,State Bank of India,Debt Consolidation,774590,60,14.16,18088,0.087,Pass
Person 4419,26,Retail Manager,1022558,711,ICICI Bank,Medical Emergency,973170,36,14.37,33436,0.392,Pass
Person 4420,40,Software Engineer,1997984,724,HDFC Bank,Debt Consolidation,1249687,72,12.71,24895,0.15,Pass
Person 4421,43,Software Engineer,1792268,794,Axis Bank,Debt Consolidation,1168507,72,12.6,23211,0.155,Pass
Person 4422,58,CEO,40321400,728,Bajaj Finserv,Travel/Vacation,802971,18,16.48,50654,0.015,Rejected
Person 4423,46,Freelance Designer,854276,749,Bajaj Finserv,Home Renovation,629979,48,2.94,13927,0.196,Pass
Person 4424,75,Retired (Pension),180806,763,ICICI Bank,Wedding Expenses,957222,48,8.04,23387,1.552,Rejected
Person 4425,48,Retail Manager,1406836,752,ICICI Bank,Medical Emergency,634394,24,6.59,28286,0.241,Pass
Person 4426,36,Retail Manager,1566913,713,HDFC Bank,Medical Emergency,1511788,36,9.53,48448,0.371,Pass
Person 4427,51,Doctor,1850630,718,Bajaj Finserv,Debt Consolidation,1088048,72,19.94,26024,0.169,Rejected
Person 4428,28,Software Engineer,2503171,758,ICICI Bank,Debt Consolidation,865410,72,7.62,15013,0.072,Pass
Person 4429,31,Software Engineer,2184486,758,State Bank of India,Debt Consolidation,961817,72,12.32,18964,0.104,Pass
Person 4430,23,University Student,0,778,ICICI Bank,Wedding Expenses,856400,48,13.54,23205,23205.26,Rejected
Person 4431,42,Construction Worker,434272,747,Bajaj Finserv,Education (Tuition/Fees),708276,72,5.21,11476,0.317,Pass
Person 4432,43,Freelance Designer,871617,749,Kotak Mahindra Bank,Home Renovation,957132,60,1.0,16361,0.225,Pass
Person 4433,32,High School Teacher,693309,697,Bajaj Finserv,Home Renovation,739811,48,16.77,21259,0.368,Pass
Person 4434,18,University Student,43805,690,State Bank of India,Consumer Durable/Tech,1577200,36,13.7,53675,14.704,Rejected
Person 4435,40,Software Engineer,2957250,759,HDFC Bank,Debt Consolidation,632862,60,10.17,13499,0.055,Pass
Person 4436,48,Retail Manager,1697236,691,State Bank of India,Medical Emergency,960556,36,5.75,29113,0.206,Rejected
